Wall time,Step,Value
1677208671.5355792,3447,3.2959141731262207
1677208671.8492181,3474,2.6167449951171875
1677208671.9508295,3483,2.8377397060394287
1677208672.2556105,3510,3.0779271125793457
1677208672.345106,3519,3.347231388092041
1677208672.4349368,3528,4.172686576843262
1677208672.5386128,3537,3.9659056663513184
1677208672.6402872,3546,2.671464681625366
1677208672.7461627,3555,3.242189407348633
1677208672.8497767,3564,3.2475781440734863
1677208672.9556623,3573,2.859203815460205
1677208673.048608,3582,2.651113510131836
1677208673.1426914,3591,3.4619081020355225
1677208673.2368264,3600,2.8766565322875977
1677208673.4461992,3618,8.051593780517578
1677208673.5471973,3627,5.366176605224609
1677208673.7397287,3645,2.962514638900757
1677208673.9333067,3663,2.945915699005127
1677208674.1258004,3681,2.540468215942383
1677208674.2196226,3690,2.751523017883301
1677208674.5157027,3717,2.931264877319336
1677208674.6114411,3726,2.6920533180236816
1677208674.717974,3735,2.778867483139038
1677208674.822204,3744,4.191334247589111
1677208675.115682,3771,3.8572442531585693
1677208675.5134082,3798,2.5930278301239014
1677208675.608755,3807,2.4361300468444824
1677208675.8842442,3834,2.8987085819244385
1677208675.969988,3843,3.1584906578063965
1677208676.3996756,3879,2.6387593746185303
1677208676.5022316,3888,3.306781768798828
1677208676.7985463,3915,3.3365437984466553
1677208676.8993642,3924,2.5347113609313965
1677208677.003865,3933,4.611249923706055
1677208677.108694,3942,4.456393241882324
1677208677.205952,3951,4.917378902435303
1677208677.3092299,3960,3.947000741958618
1677208677.4005737,3969,5.924088478088379
1677208677.502719,3978,3.4418272972106934
1677208677.7199357,3996,3.9910497665405273
1677208677.8504064,4005,4.285865783691406
1677208677.9554186,4014,3.1889593601226807
1677208678.0527833,4023,2.7920548915863037
1677208678.431895,4059,2.9991917610168457
1677208678.5397406,4068,3.1462366580963135
1677208678.6577182,4077,3.2007811069488525
1677208678.7609024,4086,3.5701959133148193
1677208678.863804,4095,2.982558488845825
1677208679.054138,4113,2.763848066329956
1677208679.2405074,4131,3.106130599975586
1677208679.4451494,4149,2.3898568153381348
1677208679.5392106,4158,2.814667224884033
1677208679.6503823,4167,2.5622894763946533
1677208679.8517108,4185,3.0622029304504395
1677208679.958805,4194,3.2378172874450684
1677208680.0637221,4203,3.231314182281494
1677208680.2869039,4221,3.044029712677002
1677208680.5000916,4239,2.5117313861846924
1677208680.9048862,4275,3.371408462524414
1677208681.0058906,4284,2.9271159172058105
1677208681.315362,4311,3.4031753540039062
1677208681.412898,4320,3.744577169418335
1677208681.506161,4329,5.619643211364746
1677208681.6101565,4338,4.479087829589844
1677208681.7073994,4347,3.4845147132873535
1677208681.8048737,4356,2.602778434753418
1677208681.9029572,4365,2.550187349319458
1677208682.2249722,4383,3.6433629989624023
1677208682.378329,4392,4.452187538146973
1677208682.5528293,4401,5.740298748016357
1677208682.7190711,4410,4.604644775390625
1677208683.350111,4428,3.1969470977783203
1677208683.9869912,4455,4.2925705909729
1677208684.2218301,4464,3.8195714950561523
1677208684.9293392,4491,2.6173617839813232
1677208685.624529,4518,2.939821481704712
1677208685.734829,4527,2.7464025020599365
1677208685.8535929,4536,2.5900814533233643
1677208686.1647823,4563,2.6922199726104736
1677208686.3562117,4581,3.4211199283599854
1677208686.4506924,4590,4.22772741317749
1677208686.5552523,4599,2.9275131225585938
1677208686.6474278,4608,2.5756120681762695
1677208686.750779,4617,2.520613670349121
1677208686.8552208,4626,2.7541563510894775
1677208686.9544644,4635,3.3006093502044678
1677208687.2572775,4662,2.5778872966766357
1677208687.3567731,4671,3.1832075119018555
1677208687.457566,4680,3.1084697246551514
1677208687.557236,4689,2.3937630653381348
1677208687.8501265,4716,2.557985305786133
1677208688.548705,4779,2.9419500827789307
1677208688.8327157,4806,3.363881826400757
1677208688.9258657,4815,3.873335599899292
1677208689.1325068,4833,2.9496374130249023
1677208689.2352247,4842,3.010828733444214
1677208689.3305976,4851,2.3780269622802734
1677208689.4404175,4860,2.4775071144104004
1677208689.5411983,4869,3.1076061725616455
1677208689.7253878,4887,2.478055953979492
1677208689.8181908,4896,2.7742223739624023
1677208689.9081204,4905,2.607710361480713
1677208690.1043131,4923,3.372447967529297
1677208690.1936023,4932,2.536252498626709
1677208690.4597745,4959,2.434279203414917
1677208690.6379473,4977,2.865875720977783
1677208690.8164697,4995,2.497316360473633
1677208690.899372,5004,2.326904296875
1677208690.9899886,5013,2.3905208110809326
1677208691.5173588,5067,2.6022682189941406
1677208691.617341,5076,2.5261168479919434
1677208691.7090259,5085,2.3077545166015625
1677208692.081043,5121,2.872931718826294
1677208692.1686928,5130,2.9067037105560303
1677208692.3388076,5148,2.5392649173736572
1677208692.5249603,5166,2.211777448654175
1677208692.7897363,5193,2.5068821907043457
1677208693.1319296,5229,2.714729070663452
1677208693.4822557,5265,4.287043571472168
1677208693.5703645,5274,3.555211067199707
1677208693.6600296,5283,2.5765843391418457
1677208693.8354661,5301,2.3498477935791016
1677208693.922128,5310,2.655252456665039
1677208694.0069313,5319,2.2281198501586914
1677208694.0993314,5328,2.224055051803589
1677208694.1875198,5337,2.922058582305908
1677208694.3592563,5355,2.2080657482147217
1677208694.536063,5373,3.8320116996765137
1677208694.65401,5382,4.816207408905029
1677208694.7504702,5391,2.67592191696167
1677208695.0766246,5400,2.3796184062957764
1677208695.261565,5418,2.783317804336548
1677208695.3649209,5427,2.6665306091308594
1677208695.4601936,5436,3.129751443862915
1677208695.6468859,5454,2.2375614643096924
1677208695.9468777,5481,2.501768112182617
1677208696.1248798,5499,2.2225289344787598
1677208696.3962693,5526,3.85935115814209
1677208696.489375,5535,3.1216180324554443
1677208696.6720822,5553,2.26874041557312
1677208696.8639152,5571,2.308082103729248
1677208697.0467644,5589,2.2206311225891113
1677208697.2493742,5607,2.380371570587158
1677208697.3545346,5616,2.347949981689453
1677208697.6951306,5643,4.308374404907227
1677208697.7943473,5652,4.616318225860596
1677208697.8897693,5661,3.5213987827301025
1677208697.9992163,5670,5.506381988525391
1677208698.4292161,5706,2.8239083290100098
1677208698.6392736,5724,3.0340347290039062
1677208698.8409045,5742,2.324720621109009
1677208699.1344645,5769,2.3588075637817383
1677208699.2331598,5778,2.7143454551696777
1677208699.325567,5787,2.601972818374634
1677208699.4193695,5796,2.3503663539886475
1677208699.5126796,5805,2.6894264221191406
1677208699.6082857,5814,2.5667214393615723
1677208699.9886158,5850,2.641066312789917
1677208700.1813192,5868,2.9496426582336426
1677208700.283975,5877,3.7883808612823486
1677208700.4008856,5886,3.5135083198547363
1677208700.5007126,5895,2.303748369216919
1677208700.5970862,5904,3.2041127681732178
1677208700.8890285,5931,2.4722700119018555
1677208700.9818785,5940,2.6035008430480957
1677208701.0800734,5949,2.6663761138916016
1677208701.7686071,6012,2.209670066833496
1677208702.096361,6039,2.173687219619751
1677208702.6193304,6084,2.167762517929077
1677208702.7195632,6093,2.13128924369812
1677208702.817299,6102,2.2404048442840576
1677208703.0941858,6129,2.3864212036132812
1677208703.2794135,6147,3.2031853199005127
1677208703.386922,6156,3.251387119293213
1677208703.4941604,6165,2.924248218536377
1677208703.7916813,6192,2.383580446243286
1677208704.2991655,6237,2.058485269546509
1677208704.404033,6246,2.107581853866577
1677208704.5092747,6255,2.1820340156555176
1677208704.6109438,6264,2.3194239139556885
1677208704.6963646,6273,2.229217290878296
1677208704.811101,6282,2.28104305267334
1677208705.0126703,6300,2.5360350608825684
1677208705.3072367,6327,2.7258851528167725
1677208705.402714,6336,2.187880039215088
1677208705.6016552,6354,2.5359020233154297
1677208706.2080517,6390,2.2591824531555176
1677208706.296685,6399,2.272003650665283
1677208706.49367,6417,4.56356954574585
1677208706.8109212,6444,2.84808087348938
1677208707.0249808,6462,2.502229928970337
1677208707.2093747,6480,2.2439002990722656
1677208707.3135831,6489,2.1790881156921387
1677208707.4092286,6498,2.130844831466675
1677208707.6000102,6516,3.3548386096954346
1677208707.7874343,6534,2.415281295776367
1677208707.883121,6543,2.3414058685302734
1677208707.9765425,6552,2.490997314453125
1677208708.072892,6561,3.9120447635650635
1677208708.1729743,6570,2.492844581604004
1677208708.373081,6588,3.09428334236145
1677208708.4751208,6597,2.354933261871338
1677208708.5929997,6606,2.512638568878174
1677208709.1198595,6651,2.2963931560516357
1677208709.2290068,6660,2.2570624351501465
1677208709.3331485,6669,2.239866256713867
1677208709.5099533,6687,2.2789433002471924
1677208709.6160533,6696,2.2299647331237793
1677208709.7092538,6705,2.137089729309082
1677208709.8168533,6714,2.361227512359619
1677208710.5090828,6777,2.091214418411255
1677208710.8040674,6804,3.067063570022583
1677208710.9068673,6813,3.281329393386841
1677208711.1079147,6831,4.275773525238037
1677208711.5647924,6876,2.178814172744751
1677208711.655054,6885,2.227342367172241
1677208711.7598393,6894,2.2761363983154297
1677208711.9590113,6912,2.4912917613983154
1677208712.0513022,6921,3.3347175121307373
1677208712.1479943,6930,2.9859066009521484
1677208712.3289719,6948,2.1333789825439453
1677208712.4312146,6957,2.2984819412231445
1677208712.5259342,6966,2.6515159606933594
1677208712.7277482,6984,2.352658987045288
1677208712.8354592,6993,2.1129932403564453
1677208713.0294993,7011,2.397616386413574
1677208713.1155493,7020,2.2602577209472656
1677208713.208788,7029,2.55026912689209
1677208713.3221245,7038,4.476747989654541
1677208713.421451,7047,3.026710033416748
1677208713.5422053,7056,3.0404038429260254
1677208713.8495185,7083,2.6310272216796875
1677208714.056871,7101,2.5321998596191406
1677208714.1557074,7110,2.213322877883911
1677208714.366304,7128,4.196659564971924
1677208714.5786102,7146,6.107593059539795
1677208714.7858503,7164,4.511934280395508
1677208714.8932235,7173,2.8538169860839844
1677208715.2235556,7200,2.230642318725586
1677208715.3419523,7209,2.6014444828033447
1677208715.7655497,7245,2.054021120071411
1677208715.8685246,7254,2.143460512161255
1677208715.981586,7263,2.609386682510376
1677208716.1010218,7272,2.2421915531158447
1677208716.4071774,7299,2.0343494415283203
1677208716.745191,7326,3.6966392993927
1677208717.490347,7371,2.1096343994140625
1677208717.5875924,7380,2.4211041927337646
1677208717.7944558,7398,2.087707996368408
1677208717.9014227,7407,2.2791476249694824
1677208718.0017831,7416,2.2142481803894043
1677208718.2114775,7434,2.0444343090057373
1677208718.303506,7443,2.1439878940582275
1677208718.409519,7452,2.3066256046295166
1677208718.5188346,7461,3.1914877891540527
1677208718.9405553,7497,2.460740804672241
1677208719.0500665,7506,2.2997305393218994
1677208719.235793,7524,2.2077817916870117
1677208719.3284526,7533,2.2539405822753906
1677208719.4272962,7542,2.1127164363861084
1677208719.672067,7560,2.4864695072174072
1677208719.7699935,7569,2.573983907699585
1677208719.9643998,7587,2.2443995475769043
1677208720.0551455,7596,2.1381988525390625
1677208720.2683794,7614,2.20902943611145
1677208720.7794652,7659,2.2617673873901367
1677208720.874528,7668,3.470616102218628
1677208721.1568327,7695,2.657444953918457
1677208721.4698887,7722,2.085033893585205
1677208721.8169217,7749,2.1152734756469727
1677208721.9327526,7758,2.8470141887664795
1677208722.0293603,7767,3.1591367721557617
1677208722.3575206,7794,2.094968318939209
1677208722.4583945,7803,2.0877573490142822
1677208722.8887143,7839,2.626390218734741
1677208722.977844,7848,2.1758289337158203
1677208723.876663,7938,2.1957497596740723
1677208724.054069,7956,3.395240545272827
1677208724.1370757,7965,3.850419044494629
1677208724.227433,7974,3.2945635318756104
1677208724.3449748,7983,2.306392192840576
1677208724.5216796,8001,2.298881769180298
1677208724.6958027,8019,2.175119161605835
1677208724.8771315,8037,2.301887035369873
1677208725.1456146,8064,2.293282985687256
1677208725.3269114,8082,2.0661168098449707
1677208725.4154568,8091,2.1403968334198
1677208725.6896222,8118,1.9836788177490234
1677208725.7752886,8127,2.013166666030884
1677208725.9513247,8145,2.171619176864624
1677208726.1263154,8163,2.4609131813049316
1677208726.2135885,8172,2.6787543296813965
1677208726.3032467,8181,2.3421571254730225
1677208726.4769936,8199,3.063490152359009
1677208726.5659733,8208,2.75032639503479
1677208726.7353983,8226,3.411123514175415
1677208726.8379898,8235,2.757305145263672
1677208727.02211,8253,3.7906241416931152
1677208727.220882,8271,2.4918787479400635
1677208727.315136,8280,2.6336159706115723
1677208727.5015,8298,2.180614471435547
1677208727.9217367,8316,2.602687120437622
1677208728.2741802,8352,2.8339052200317383
1677208728.3591998,8361,4.372487545013428
1677208728.4417133,8370,4.133841514587402
1677208728.5285356,8379,3.101667881011963
1677208728.6141615,8388,2.47589373588562
1677208728.6995137,8397,2.0965206623077393
1677208728.7834005,8406,2.0850071907043457
1677208728.9658697,8424,2.4221951961517334
1677208729.3257632,8460,2.4635469913482666
1677208729.4976048,8478,2.2807154655456543
1677208729.5831132,8487,2.078357219696045
1677208729.8580363,8514,2.1302709579467773
1677208730.2176547,8550,3.2022557258605957
1677208730.315501,8559,2.621677875518799
1677208730.489747,8577,2.2119784355163574
1677208730.665122,8595,2.3719735145568848
1677208730.7620738,8604,2.0166585445404053
1677208730.87075,8613,2.0260958671569824
1677208731.2783694,8649,1.9938806295394897
1677208731.3824036,8658,2.022923707962036
1677208731.4981027,8667,2.293741464614868
1677208731.5962055,8676,2.4690558910369873
1677208731.6813447,8685,3.598567247390747
1677208731.7831767,8694,2.4328882694244385
1677208732.1161637,8712,2.0346803665161133
1677208732.3427808,8721,2.384394407272339
1677208732.8997412,8748,2.009744167327881
1677208733.6827648,8793,2.311697006225586
1677208734.002954,8811,2.1905856132507324
1677208734.306859,8820,2.107903003692627
1677208734.7718353,8838,2.383654832839966
1677208734.9545972,8847,2.3982431888580322
1677208735.7029266,8883,2.2191720008850098
1677208736.013746,8901,2.222562551498413
1677208736.1778915,8910,2.4539971351623535
1677208736.328428,8919,2.0525474548339844
1677208736.5345795,8937,2.219175100326538
1677208736.7092361,8955,2.046126365661621
1677208736.797273,8964,2.143198251724243
1677208736.880552,8973,2.457029342651367
1677208737.0541532,8991,2.4398081302642822
1677208737.1431196,9000,2.2361719608306885
1677208737.3174372,9018,2.7333507537841797
1677208737.4238505,9027,3.3481383323669434
1677208737.5290885,9036,2.0562057495117188
1677208737.6354427,9045,2.007925033569336
1677208737.7301888,9054,1.9393837451934814
1677208737.838721,9063,2.110283613204956
1677208738.3078861,9108,2.3277642726898193
1677208738.5068188,9126,1.951432466506958
1677208738.7206495,9144,2.6022965908050537
1677208738.8268716,9153,2.2248284816741943
1677208738.9219565,9162,2.311739206314087
1677208739.3777535,9207,2.013024091720581
1677208739.751427,9243,1.886121392250061
1677208739.9692829,9261,2.0104286670684814
1677208740.065064,9270,2.1033802032470703
1677208740.8585749,9324,1.9800596237182617
1677208740.955702,9333,1.9096028804779053
1677208741.0633492,9342,2.1504154205322266
1677208741.1597874,9351,2.2855541706085205
1677208741.2676907,9360,2.140594959259033
1677208741.6894386,9396,2.0592846870422363
1677208741.9203122,9414,2.2462480068206787
1677208742.0222485,9423,2.5742220878601074
1677208742.6660173,9477,2.6154372692108154
1677208742.8953245,9486,2.270669937133789
1677208743.5558717,9513,2.2058324813842773
1677208743.7668917,9531,2.815876007080078
1677208743.8698585,9540,2.902496337890625
1677208743.9692202,9549,3.2921619415283203
1677208744.21715,9567,2.6190786361694336
1677208744.531175,9594,2.1465044021606445
1677208744.6363804,9603,2.4344191551208496
1677208744.738117,9612,2.4050164222717285
1677208744.9367292,9630,2.134960412979126
1677208745.0433319,9639,2.4714300632476807
1677208745.1444547,9648,2.259225845336914
1677208745.2356796,9657,1.9678462743759155
1677208745.3301194,9666,2.2265853881835938
1677208745.428728,9675,2.8656105995178223
1677208745.7340486,9702,2.3819353580474854
1677208745.8330176,9711,2.4088780879974365
1677208746.0374486,9729,2.4431519508361816
1677208746.1405253,9738,2.0601463317871094
1677208746.2395341,9747,2.057692766189575
1677208746.5515845,9774,2.21661376953125
1677208746.6527784,9783,2.1347906589508057
1677208746.7738128,9792,2.1389575004577637
1677208747.2060068,9828,2.2395551204681396
1677208747.3204663,9837,1.8981761932373047
1677208747.4153843,9846,1.8906779289245605
1677208747.8970723,9891,1.9332993030548096
1677208748.1101153,9909,2.068203926086426
1677208748.3007467,9927,2.214327573776245
1677208748.3978608,9936,2.005239725112915
1677208748.4991133,9945,2.2652900218963623
1677208748.7764003,9972,2.8838610649108887
1677208748.8806825,9981,2.288654088973999
1677208748.9799266,9990,1.9546563625335693
1677208749.0839074,9999,1.9981427192687988
1677208749.182452,10008,1.8794430494308472
1677208749.282021,10017,2.2110066413879395
1677208749.3821676,10026,1.8465365171432495
1677208749.4724576,10035,1.978060245513916
1677208749.654476,10053,2.2438621520996094
1677208749.9323306,10080,1.8864023685455322
1677208750.131612,10098,2.87296462059021
1677208750.2258255,10107,2.459070920944214
1677208750.5229802,10134,2.4923830032348633
1677208750.615878,10143,2.285200357437134
1677208750.8429232,10161,2.3826069831848145
1677208750.9449053,10170,2.6895792484283447
1677208751.0331964,10179,2.9716432094573975
1677208751.1282852,10188,3.1251108646392822
1677208751.2202957,10197,2.247164011001587
1677208751.4083385,10215,2.060885190963745
1677208751.504273,10224,2.2636117935180664
1677208751.6022594,10233,2.7553467750549316
1677208751.6991885,10242,3.4366366863250732
1677208751.890243,10260,2.122406482696533
1677208752.4090598,10287,2.4524152278900146
1677208752.7132037,10314,2.3760557174682617
1677208752.8165145,10323,1.9363503456115723
1677208753.0387452,10341,2.478645086288452
1677208753.1458766,10350,2.6235649585723877
1677208753.254267,10359,1.9784893989562988
1677208753.3617053,10368,1.9948176145553589
1677208753.4723163,10377,1.971203088760376
1677208753.5974395,10386,1.8469359874725342
1677208753.8085713,10404,2.1004350185394287
1677208754.2360156,10440,1.9740644693374634
1677208754.3469782,10449,2.4400036334991455
1677208754.5481164,10467,2.149963140487671
1677208754.7388463,10485,1.9748332500457764
1677208754.9121783,10503,1.8885023593902588
1677208755.0004618,10512,1.9503185749053955
1677208755.5346045,10566,2.0354020595550537
1677208755.6227837,10575,1.9190737009048462
1677208755.7948122,10593,2.1386210918426514
1677208755.880348,10602,1.9157246351242065
1677208755.9636765,10611,1.9786152839660645
1677208756.309142,10647,2.0012502670288086
1677208756.4956126,10665,1.922006368637085
1677208756.6898084,10683,1.988460898399353
1677208756.8776946,10701,2.9202284812927246
1677208756.9818027,10710,2.065762758255005
1677208757.0817134,10719,2.016672134399414
1677208757.3924365,10746,1.9408749341964722
1677208757.49905,10755,1.9720401763916016
1677208757.604589,10764,2.1165661811828613
1677208757.712088,10773,2.1029670238494873
1677208757.8083022,10782,2.0287532806396484
1677208757.9055595,10791,2.33716082572937
1677208758.2207072,10818,2.049941062927246
1677208758.3211668,10827,1.8693619966506958
1677208758.630754,10854,2.84462308883667
1677208758.7261133,10863,2.2993781566619873
1677208758.8284545,10872,2.169651746749878
1677208759.0378816,10890,1.9365568161010742
1677208759.1444252,10899,2.0062172412872314
1677208759.449359,10926,1.853759765625
1677208759.5563066,10935,2.06243634223938
1677208759.6468952,10944,2.04002046585083
1677208759.8612893,10962,2.202028751373291
1677208759.9658911,10971,1.9354461431503296
1677208760.3842027,11007,1.9544439315795898
1677208760.4960325,11016,1.9138485193252563
1677208760.7147887,11034,1.8575143814086914
1677208761.0200288,11061,1.8243217468261719
1677208761.1182895,11070,1.9884536266326904
1677208761.4048092,11097,2.9801623821258545
1677208761.4978228,11106,2.774833917617798
1677208761.9992514,11151,1.9516485929489136
1677208762.1890385,11169,2.135991334915161
1677208762.2827504,11178,2.2206461429595947
1677208762.3752031,11187,2.4254775047302246
1677208762.4723706,11196,2.4009199142456055
1677208762.6056502,11205,2.487612724304199
1677208762.6992576,11214,2.506135940551758
1677208762.7941658,11223,2.2775046825408936
1677208763.3610272,11250,2.1000070571899414
1677208763.4971464,11259,2.6353108882904053
1677208763.5899417,11268,2.5185165405273438
1677208763.6862,11277,2.2364768981933594
1677208763.89883,11295,2.0474979877471924
1677208764.088958,11313,2.102781057357788
1677208764.1878674,11322,2.1436703205108643
1677208764.4848995,11349,1.942535400390625
1677208764.5720477,11358,1.9988962411880493
1677208764.8547606,11385,6.840609550476074
1677208765.1512752,11412,2.099604845046997
1677208765.538383,11448,1.9216225147247314
1677208766.0512195,11493,2.243009567260742
